"title","author"
"Psicologia e cooperetivismo solidário: possíveis (des)encontros","Eidelwein, Karen"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","KAMAKURA, WAGNER"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","MAZZON, JOSÉ AFONSO"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","KAMAKURA, WAGNER"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","MAZZON, JOSÉ AFONSO"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","KAMAKURA, WAGNER"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","MAZZON, JOSÉ AFONSO"
"Reanalisando a competitividade na indústria do futebol: Diferença acumulada de pontos","Gasparetto, Thadeu"
"Reanalisando a competitividade na indústria do futebol: Diferença acumulada de pontos","Barajas, Angel"
"Sobre variáveis psicológicas em modelos de application scoring","ROGERS, PABLO"
"Sobre variáveis psicológicas em modelos de application scoring","ROGERS, DANY"
"Sobre variáveis psicológicas em modelos de application scoring","SECURATO, JOSÉ ROBERTO"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Silva, Aldy Fernandes da"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Weffort, Elionor Farah Jreige"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Flores, Eduardo da Silva"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Silva, Glauco Peres da"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Silva, Aldy Fernandes da"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Weffort, Elionor Farah Jreige"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Flores, Eduardo da Silva"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Silva, Glauco Peres da"
"DEMONSTRAÇÃO DE RESULTADO ECONÔMICO: PERCEPÇÃO DO COMANDO DA AERONÁUTICA DO BRASIL","GOMES, DELFINA ROSA DA ROCHA"
"DEMONSTRAÇÃO DE RESULTADO ECONÔMICO: PERCEPÇÃO DO COMANDO DA AERONÁUTICA DO BRASIL","MAGLIANO JÚNIOR, GIOVANNI"
"Influência da conexão política na diversificação dos grupos empresariais brasileiros","Costa, Maick"
"Influência da conexão política na diversificação dos grupos empresariais brasileiros","Bandeira-de-Mello, Rodrigo"
"Influência da conexão política na diversificação dos grupos empresariais brasileiros","Marcon, Rosilene"
"Competitividade das nações: análise da métrica utilizada pelo World Economic Forum","Carvalho, Luciano Castro de"
"Competitividade das nações: análise da métrica utilizada pelo World Economic Forum","Di Serio, Luiz Carlos"
"Competitividade das nações: análise da métrica utilizada pelo World Economic Forum","Vasconcellos, Marcos Augusto de"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","Machado, Ana Maria Netto"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","Bianchetti, Lucídio"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","Machado, Ana Maria Netto"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","Bianchetti, Lucídio"
"Avaliação do impacto regulatório e sua difusão no contexto brasileiro","Peci, Alketa"
"Indústrias criativas: definição, limites e possibilidades","Bendassolli, Pedro F."
"Indústrias criativas: definição, limites e possibilidades","Wood Jr., Thomaz"
"Indústrias criativas: definição, limites e possibilidades","Kirschbaum, Charles"
"Indústrias criativas: definição, limites e possibilidades","Cunha, Miguel Pina e"
"Tecnologia da informação e produtividade na indústria brasileira","Mendonça, Marco Aurélio Alves de"
"Tecnologia da informação e produtividade na indústria brasileira","Freitas, Fernando de Almeida"
"Tecnologia da informação e produtividade na indústria brasileira","Souza, Jano Moreira de"
"Valor econômico agregado por hospitais universitários públicos","Bonacim, Carlos Alberto Grespan"
"Valor econômico agregado por hospitais universitários públicos","Araujo, Adriana Maria Procópio de"
"Valor econômico agregado por hospitais universitários públicos","Bonacim, Carlos Alberto Grespan"
"Valor econômico agregado por hospitais universitários públicos","Araujo, Adriana Maria Procópio de"
"Tensões entre econômico e social: uma proposta de análise à luz da teoria da estruturação","Rodrigues, Andrea Leite"
"Influência governamental e estratégias institucionais na difusão de inovações em economias emergentes","Rodriguez, Carlos L."
"Influência governamental e estratégias institucionais na difusão de inovações em economias emergentes","Diniz, Eduardo H."
"Influência governamental e estratégias institucionais na difusão de inovações em economias emergentes","Ferrer, Florencia"
"Habilidades sociais no mercado de leite","Magalhães, Reginaldo Sales"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","Garcia-Parpet, Marie-France"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","Garcia-Parpet, Marie-France"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","Mário Serra Truzzi, Oswaldo"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","Sacomano Neto, Mário"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","Mário Serra Truzzi, Oswaldo"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","Sacomano Neto, Mário"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","Lévesque, Benoît"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","Lévesque, Benoît"
"Empresas brasileiras e o desafio da competitividade","Wood Jr, Thomaz"
"Empresas brasileiras e o desafio da competitividade","P. Caldas, Miguel"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","Serva, Maurício"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","Andion, Carolina"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","Serva, Maurício"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","Andion, Carolina"
"O ambiente das díades de canalde marketing: um arcabouço para análises comparativas","Achrol, Ravi Singh"
"O ambiente das díades de canalde marketing: um arcabouço para análises comparativas","Reve, Torger"
"O ambiente das díades de canalde marketing: um arcabouço para análises comparativas","Stern, Louis W."
"Previsão da volatilidade no mercado interbancário de câmbio","Goulart, Clayton Peixoto"
"Previsão da volatilidade no mercado interbancário de câmbio","Amaral, Hudson Fernandes"
"Previsão da volatilidade no mercado interbancário de câmbio","Bertucci, Luiz Alberto"
"Previsão da volatilidade no mercado interbancário de câmbio","Bressan, Aureliano Angel"
"A internacionalização das empresas portuguesas: a experiência brasileira","Silva, Joaquim Ramos"
"A internacionalização das empresas portuguesas: a experiência brasileira","Silva, Joaquim Ramos"
"Unificando a alocação de capital em bancos e seguradoras no Brasil","Duarte Júnior, Antonio Marcos"
"Unificando a alocação de capital em bancos e seguradoras no Brasil","Lélis, Rogério José Furigo"
"Relacionamentos colaborativos em redes de suprimentos","Bronzo, Marcelo"
"Efeitos fiscais da inflação na análise de projetos","Álvares, Antonio Carlos Teixeira"
"Medindo o capital intelectual","Joia, Luiz Antonio"
"Alocação de recursos financeiros em projetos de risco na exploração de petróleo","Nepomuceno Filho, Francisco"
"Alocação de recursos financeiros em projetos de risco na exploração de petróleo","Suslick, Saul B."
"Emerging Latin America","Peña, Leticia"
"Emerging Latin America","Reis, Dayr"
"Emerging Latin America","Peña, Leticia"
"Emerging Latin America","Reis, Dayr"
"A legislação complementar sobre finanças públicas e orçamentos: subsídios e sugestões para a sua elaboração","Silva, Marcos Fernandes da"
"Proposta de metodologia para análise dos grupos econômicos","Rabelo, Flávio Marcílio"
"Políticas de governo e planejamento estratégico como problemas de escolha pública - I","Silva, Marcos Fernandes Gonçalves da"
"Políticas de governo e planejamento estratégico como problemas de escolha pública - I","Silva, Marcos Fernandes Gonçalves da"
"Políticas de governo e planejamento estratégico como problemas de escolha pública: II","Silva, Marcos Fernandes Gonçalves da"
"Políticas de governo e planejamento estratégico como problemas de escolha pública: II","Silva, Marcos Fernandes Gonçalves da"
"Reestruturação industrial, terceirização e redes de subcontratação","Amato Neto, João"
"A dinâmica do mercado high-tech","Rossi, George Bedinelli"
"Estratégias empresariais e instrumentos econômicos de gestão ambiental","Guimarães, Paulo Cesar Vaz"
"Estratégias empresariais e instrumentos econômicos de gestão ambiental","Demajorovic, Jacques"
"Estratégias empresariais e instrumentos econômicos de gestão ambiental","Oliveira, Roberto Guena de"
"Estratégias empresariais e instrumentos econômicos de gestão ambiental","Guimarães, Paulo Cesar Vaz"
"Estratégias empresariais e instrumentos econômicos de gestão ambiental","Demajorovic, Jacques"
"Estratégias empresariais e instrumentos econômicos de gestão ambiental","Oliveira, Roberto Guena de"
"Desagregação do sistema soviético e transformação das formas de propriedade","Bernardo, João"
"Economias do pacífico asiático: ""tigres e dragões""","Miyazaki, Silvio Yoshiro Mizuguchi"
"Economias do pacífico asiático: ""tigres e dragões""","Miyazaki, Silvio Yoshiro Mizuguchi"
"O desafio da eqüidade no setor saúde","Jardanovski, Elio"
"O desafio da eqüidade no setor saúde","Guimarães, Paulo Cesar Vaz"
"Instrumentos econômicos para gerenciamento ambiental: a cobrança pelo uso da água no estado de São Paulo","Guimarães, Paulo Cesar Vaz"
"Gestão econômico-administrativa japonesa","Masiero, Gilmar"
"Gestão econômico-administrativa japonesa","Masiero, Gilmar"
"Especialização flexível: uma alternativa promissora para o desenvolvimento econômico de regiões subdesenvolvidas","Celeste, José Luiz"
"Especialização flexível: uma alternativa promissora para o desenvolvimento econômico de regiões subdesenvolvidas","Celeste, José Luiz"
"Japão milagre econômico e sacrifício social","Vale, Gláucia Maria Vasconcellos"
"Devemos salvar os anos 90!","Baumer, Jean Max"
"Inflaçao e lote econômico de compra","Machline, Claude"
"Os senadores-empresários: recrutamento, carreira e partidos políticos dos empresários no Senado brasileiro (1986-2010)","Costa, Paulo Roberto Neves"
"Os senadores-empresários: recrutamento, carreira e partidos políticos dos empresários no Senado brasileiro (1986-2010)","Costa, Luiz Domingos"
"Os senadores-empresários: recrutamento, carreira e partidos políticos dos empresários no Senado brasileiro (1986-2010)","Nunes, Wellington"
"Democracia e economia solidária: limitações e potencialidades","Locks, Pompilio"
"Democracia e economia solidária: limitações e potencialidades","Gugliano, Alfredo Alejandro"
"Recorrência e evolução no capitalismo mundial: os ciclos de acumulação de Giovanni Arrighi","Brussi, Antônio José Escobar"
"As ideias do poder e o poder das ideias: o Banco Mundial como ator político-intelectual","Pereira, João Márcio Mendes"
"Educação e pobreza: limiares de um campo em (re)definição","Yannoulas, Silvia Cristina"
"Educação e pobreza: limiares de um campo em (re)definição","Assis, Samuel Gabriel"
"Educação e pobreza: limiares de um campo em (re)definição","Ferreira, Kaline Monteiro"
"Dimensões estratégicas e limites do papel da educação para o desenvolvimento brasileiro","Corbucci, Paulo Roberto"
"Economia e educação: a contribuição de Álvaro Vieira Pinto para o estudo histórico da tecnologia","Freitas, Marcos Cezar de"
"O empresariado industrial e a educação brasileira","Oliveira, Ramon de"
"Rentabilidade da Produção de Acerola Orgânica Sob Condição Determinística e de Risco: estudo do distrito de irrigação Tabuleiro Litorâneo do Piauí","Martins, Élica de Aguiar"
"Rentabilidade da Produção de Acerola Orgânica Sob Condição Determinística e de Risco: estudo do distrito de irrigação Tabuleiro Litorâneo do Piauí","Campos, Robério Telmo"
"Rentabilidade da Produção de Acerola Orgânica Sob Condição Determinística e de Risco: estudo do distrito de irrigação Tabuleiro Litorâneo do Piauí","Campos, Kilmer Coelho"
"Rentabilidade da Produção de Acerola Orgânica Sob Condição Determinística e de Risco: estudo do distrito de irrigação Tabuleiro Litorâneo do Piauí","Almeida, Cleycianne de Souza"
"Economias de Escala e Eficiência Econômica na Produção de Laranja no Estado de São Paulo ,","Carrer, Marcelo José"
"Economias de Escala e Eficiência Econômica na Produção de Laranja no Estado de São Paulo ,","Souza Filho, Hildo Meirelles de"
"Características das Famílias, Estruturação da Produção e Estratégias de Comercialização em um Assentamento de Reforma Agrária","Gaspari, Luciane Cristina De"
"Características das Famílias, Estruturação da Produção e Estratégias de Comercialização em um Assentamento de Reforma Agrária","Khatounian, Carlos Armênio"
"Modelling Beef and Dairy Sectors' Productivities and their Effects on Land Use Change in Brazil","Harfuch, Leila"
"Modelling Beef and Dairy Sectors' Productivities and their Effects on Land Use Change in Brazil","Nassar, André Meloni"
"Modelling Beef and Dairy Sectors' Productivities and their Effects on Land Use Change in Brazil","Zambianco, Wilson Milani"
"Modelling Beef and Dairy Sectors' Productivities and their Effects on Land Use Change in Brazil","Gurgel, Angelo Costa"
"Coordenação do Comércio Atacadista de Pescado no Mercado do Ver-o-Peso, em Belém-Pará","Oliveira Neto, Abraão"
"Coordenação do Comércio Atacadista de Pescado no Mercado do Ver-o-Peso, em Belém-Pará","Diniz, Janaína Deane de Abreu"
"Coordenação do Comércio Atacadista de Pescado no Mercado do Ver-o-Peso, em Belém-Pará","Leitão, Wilma Marques"
"Coordenação do Comércio Atacadista de Pescado no Mercado do Ver-o-Peso, em Belém-Pará","Sampaio, Dioniso Souza"
"Impactos Econômicos do Código Florestal Brasileiro: uma discussão à luz de um modelo computável de equilíbrio geral","Diniz, Tiago"
"Impactos Econômicos do Código Florestal Brasileiro: uma discussão à luz de um modelo computável de equilíbrio geral","Ferreira Filho, Joaquim Bento"
"Atratividade de Canaviais Paulistas Sob a Ótica da Teoria das Opções Reais","Zilio, Leonardo Botelho"
"Atratividade de Canaviais Paulistas Sob a Ótica da Teoria das Opções Reais","Lima, Roberto Arruda de Souza"
"Análises Quase-experimentais Sobre o Impacto das Cooperativas de Crédito Rural Solidário no PIB Municipal da Agropecuária","Schuntzemberger, Amanda Massaneira de Souza"
"Análises Quase-experimentais Sobre o Impacto das Cooperativas de Crédito Rural Solidário no PIB Municipal da Agropecuária","Jacques, Elidecir Rodrigues"
"Análises Quase-experimentais Sobre o Impacto das Cooperativas de Crédito Rural Solidário no PIB Municipal da Agropecuária","Gonçalves, Flávio de Oliveira"
"Análises Quase-experimentais Sobre o Impacto das Cooperativas de Crédito Rural Solidário no PIB Municipal da Agropecuária","Sampaio, Armando Vaz"
"Estudo Sobre a Decomposição dos Determinantes da Variação da Pobreza nos Estados Brasileiros no Período 2001 a 2012","Silva, Janaina Cabral da"
"Estudo Sobre a Decomposição dos Determinantes da Variação da Pobreza nos Estados Brasileiros no Período 2001 a 2012","Araujo, Jair Andrade"
"O Comportamento do Preço da Terra Agrícola: um modelo de painel de dados espaciais","Malassise, Regina Lúcia Sanches"
"O Comportamento do Preço da Terra Agrícola: um modelo de painel de dados espaciais","Parré, José Luiz"
"O Comportamento do Preço da Terra Agrícola: um modelo de painel de dados espaciais","Fraga, Gilberto Joaquim"
"Uma perspectiva evolucionária da economia agrícola: o caso da produção ovina no Brasil e Uruguai","Viana, João Garibaldi Almeida"
"Uma perspectiva evolucionária da economia agrícola: o caso da produção ovina no Brasil e Uruguai","Waquil, Paulo Dabdab"
"Uma perspectiva evolucionária da economia agrícola: o caso da produção ovina no Brasil e Uruguai","Viana, João Garibaldi Almeida"
"Uma perspectiva evolucionária da economia agrícola: o caso da produção ovina no Brasil e Uruguai","Waquil, Paulo Dabdab"
"Agricultura familiar, seu interesse acadêmico, sua lógica constitutiva e sua resiliência no Brasil","Baiardi, Amilcar"
"Agricultura familiar, seu interesse acadêmico, sua lógica constitutiva e sua resiliência no Brasil","Alencar, Cristina Maria Macêdo de"
"Mensuração das elasticidades-preço da demanda, cruzada e renda no mercado de etanol brasileiro: um estudo usando painéis cointegrados","Cardoso, Leonardo Chaves Borges"
"Mensuração das elasticidades-preço da demanda, cruzada e renda no mercado de etanol brasileiro: um estudo usando painéis cointegrados","Bittencourt, Maurício Vaz Lobo"
"Causas do desmatamento no Brasil e seu ordenamento no contexto mundial","Arraes, Ronaldo de Albuquerque e"
"Causas do desmatamento no Brasil e seu ordenamento no contexto mundial","Mariano, Francisca Zilania"
"Causas do desmatamento no Brasil e seu ordenamento no contexto mundial","Simonassi, Andrei Gomes"
"A influência de fatores econômicos, institucionais e sociais na inserção de agroindústrias rurais em Santa Catarina","Santos Junior, Silvio"
"A influência de fatores econômicos, institucionais e sociais na inserção de agroindústrias rurais em Santa Catarina","Waquil, Paulo Dabdab"
"Produção agropecuária em municípios de Minas Gerais (1996-2006): padrões de distribuição, especialização e associação espacial","Silva, Guilherme Jonas Costa da"
"Produção agropecuária em municípios de Minas Gerais (1996-2006): padrões de distribuição, especialização e associação espacial","Souza, Esdras Cardoso"
"Produção agropecuária em municípios de Minas Gerais (1996-2006): padrões de distribuição, especialização e associação espacial","Martins, Humberto Eduardo de Paula"
"Produção agropecuária em municípios de Minas Gerais (1996-2006): padrões de distribuição, especialização e associação espacial","Silva, Guilherme Jonas Costa da"
"Produção agropecuária em municípios de Minas Gerais (1996-2006): padrões de distribuição, especialização e associação espacial","Souza, Esdras Cardoso"
"Produção agropecuária em municípios de Minas Gerais (1996-2006): padrões de distribuição, especialização e associação espacial","Martins, Humberto Eduardo de Paula"
"Os determinantes socioeconômicos do estado de saúde das crianças do Brasil rural","Santos, Anderson Moreira Aristides dos"
"Os determinantes socioeconômicos do estado de saúde das crianças do Brasil rural","Tejada, César Augusto Oviedo"
"Os determinantes socioeconômicos do estado de saúde das crianças do Brasil rural","Ewerling, Fernanda"
"Retorno econômico dos investimentos em P&D na citricultura paulista","Figueiredo, Margarida Garcia de"
"Retorno econômico dos investimentos em P&D na citricultura paulista","Barros, Alexandre Lahóz Mendonça de"
"Retorno econômico dos investimentos em P&D na citricultura paulista","Conceição, Junia Cristina Peres Rodrigues da"
"Direitos de propriedade da terra rural no Brasil: uma proposta institucionalista para ampliar a governança fundiária","Guedes, Sebastião Neto Ribeiro"
"Direitos de propriedade da terra rural no Brasil: uma proposta institucionalista para ampliar a governança fundiária","Reydon, Bastiaan Philip"
"Análise do impacto econômico do crédito rural na microrregião de Pirapora","Capobiango, Ronan Pereira"
"Análise do impacto econômico do crédito rural na microrregião de Pirapora","Braga, Marcelo José"
"Análise do impacto econômico do crédito rural na microrregião de Pirapora","Silveira, Suely de Fátima Ramos"
"Análise do impacto econômico do crédito rural na microrregião de Pirapora","Costa, Caio César Medeiros"
"Estrutura produtiva agropecuária e desempenho econômico regional: o caso do Rio Grande do Sul, 1996-2008","Fochezatto, Adelar"
"Estrutura produtiva agropecuária e desempenho econômico regional: o caso do Rio Grande do Sul, 1996-2008","Ghinis, Cristiano Ponzoni"
"Impactos econômicos da introdução do milho Bt11 no Brasil: uma abordagem de equilíbrio geral inter-regional","Pavão, Andressa Rodrigues"
"Impactos econômicos da introdução do milho Bt11 no Brasil: uma abordagem de equilíbrio geral inter-regional","Ferreira Filho, Joaquim Bento de Souza"
"Determinantes do uso de medidas sanitárias de controle da brucelose e tuberculose bovinas","Valente, Luiza Carneiro Mareti"
"Determinantes do uso de medidas sanitárias de controle da brucelose e tuberculose bovinas","Vale, Sônia Maria Leite Ribeiro do"
"Determinantes do uso de medidas sanitárias de controle da brucelose e tuberculose bovinas","Braga, Marcelo José"
"Desempenho dos arranjos institucionais e minimização dos custos de transação: transações entre produtores e fecularias de mandioca","Vilpoux, Olivier"
"Desempenho dos arranjos institucionais e minimização dos custos de transação: transações entre produtores e fecularias de mandioca","Vilpoux, Olivier"
"Desmatamento e crescimento econômico no Brasil: uma análise da curva de Kuznets ambiental para a Amazônia legal","Oliveira, Rejane Corrêa de"
"Desmatamento e crescimento econômico no Brasil: uma análise da curva de Kuznets ambiental para a Amazônia legal","Almeida, Eduardo"
"Desmatamento e crescimento econômico no Brasil: uma análise da curva de Kuznets ambiental para a Amazônia legal","Freguglia, Ricardo da Silva"
"Desmatamento e crescimento econômico no Brasil: uma análise da curva de Kuznets ambiental para a Amazônia legal","Barreto, Ricardo Candéa Sá"
"Análise de um projeto agroindustrial utilizando a Teoria de Opções Reais: a opção de adiamento","Nardelli, Paula Moreira"
"Análise de um projeto agroindustrial utilizando a Teoria de Opções Reais: a opção de adiamento","Macedo, Marcelo Alvaro da Silva"
"Impacto econômico da reserva legal sobre diferentes tipos de unidades de produção agropecuária","Fasiaben, Maria do Carmo Ramos"
"Impacto econômico da reserva legal sobre diferentes tipos de unidades de produção agropecuária","Romeiro, Ademar Ribeiro"
"Impacto econômico da reserva legal sobre diferentes tipos de unidades de produção agropecuária","Peres, Fernando Curi"
"Impacto econômico da reserva legal sobre diferentes tipos de unidades de produção agropecuária","Maia, Alexandre Gori"
"Entrepreneurship in the Rio Grande do Sul, Brazil: the determinants and consequences for the municipal development","Canever, Mario Duarte"
"Entrepreneurship in the Rio Grande do Sul, Brazil: the determinants and consequences for the municipal development","Carraro, André"
"Entrepreneurship in the Rio Grande do Sul, Brazil: the determinants and consequences for the municipal development","Kohls, Volnei Krause"
"Entrepreneurship in the Rio Grande do Sul, Brazil: the determinants and consequences for the municipal development","Teles, Morgan Yuri Oliveira"
"Benefícios sociais da política de incentivos à cultura de mamão no Estado do Ceará","Quintino, Heliana Mary da Silva"
"Benefícios sociais da política de incentivos à cultura de mamão no Estado do Ceará","Khan, Ahmad Saeed"
"Benefícios sociais da política de incentivos à cultura de mamão no Estado do Ceará","Lima, Patrícia Verônica Pinheiro Sales"
"Gripe aviária no Brasil: uma análise econômica de equilíbrio geral","Fachinello, Arlei Luiz"
"Gripe aviária no Brasil: uma análise econômica de equilíbrio geral","Ferreira Filho, Joaquim Bento de Souza"
"Valoração econômica dos efeitos internos da erosão: impactos da produção de soja no cerrado piauiense","Dantas, Kerle Pereira"
"Valoração econômica dos efeitos internos da erosão: impactos da produção de soja no cerrado piauiense","Monteiro, Maria do Socorro Lira"
"O efeito do título de propriedade da terra na determinação da renda rural","Feijó, Ricardo Luis Chaves"
"Um estudo das deliberações da Câmara Setorial do Açúcar e do Álcool, usando análise de correspondência","Gonçalves Júnior, Carlos Alberto"
"Um estudo das deliberações da Câmara Setorial do Açúcar e do Álcool, usando análise de correspondência","Alves, Yony Brugnolo"
"Um estudo das deliberações da Câmara Setorial do Açúcar e do Álcool, usando análise de correspondência","Shikida, Pery Francisco Assis"
"Um estudo das deliberações da Câmara Setorial do Açúcar e do Álcool, usando análise de correspondência","Staduto, Jefferson Andronio Ramundo"
"Um estudo das deliberações da Câmara Setorial do Açúcar e do Álcool, usando análise de correspondência","Rocha Júnior, Weimar Freire da"
"A ""masculinização"" da produção de leite","Magalhães, Reginaldo Sales"
"Agroindústria canavieira e crescimento econômico local","Shikida, Pery Francisco Assis"
"Agroindústria canavieira e crescimento econômico local","Souza, Elvanio Costa de"
"Agroindústria canavieira e crescimento econômico local","Shikida, Pery Francisco Assis"
"Agroindústria canavieira e crescimento econômico local","Souza, Elvanio Costa de"
"Agroindústria canavieira e crescimento econômico local","Shikida, Pery Francisco Assis"
"Agroindústria canavieira e crescimento econômico local","Souza, Elvanio Costa de"
"Consumo de fertilizantes e produtividade da laranja em São Paulo ao longo das décadas de 1970, 1980 e 1990","Figueiredo, Margarida Garcia de"
"Consumo de fertilizantes e produtividade da laranja em São Paulo ao longo das décadas de 1970, 1980 e 1990","Barros, Alexandre Lahóz Mendonça de"
"Consumo de fertilizantes e produtividade da laranja em São Paulo ao longo das décadas de 1970, 1980 e 1990","Frizzone, José Antônio"
"Lealdade e oportunismo nas cooperativas: desafios e mudanças na gestão","Simioni, Flávio José"
"Lealdade e oportunismo nas cooperativas: desafios e mudanças na gestão","Siqueira, Elisabete Stradiotto"
"Lealdade e oportunismo nas cooperativas: desafios e mudanças na gestão","Binotto, Erlaine"
"Lealdade e oportunismo nas cooperativas: desafios e mudanças na gestão","Spers, Eduardo Eugênio"
"Lealdade e oportunismo nas cooperativas: desafios e mudanças na gestão","Araújo, Zilda Aparecida Soares de"
"Agricultura, população e dinâmica macroeconômica de municípios rurais: um estudo em Lagoa dos Três Cantos (RS)","Silva Neto, Benedito"
"Agricultura, população e dinâmica macroeconômica de municípios rurais: um estudo em Lagoa dos Três Cantos (RS)","Figueiredo, José Wnilson"
"Agricultura, população e dinâmica macroeconômica de municípios rurais: um estudo em Lagoa dos Três Cantos (RS)","Silva Neto, Benedito"
"Agricultura, população e dinâmica macroeconômica de municípios rurais: um estudo em Lagoa dos Três Cantos (RS)","Figueiredo, José Wnilson"
"Políticas públicas, distribuição de renda e pobreza no meio rural brasileiro no período de 1995 a 2005","Moreira, Renata Couto"
"Políticas públicas, distribuição de renda e pobreza no meio rural brasileiro no período de 1995 a 2005","Braga, Marcelo José"
"Políticas públicas, distribuição de renda e pobreza no meio rural brasileiro no período de 1995 a 2005","Carvalho, Fátima M. Andrade de"
"Políticas públicas, distribuição de renda e pobreza no meio rural brasileiro no período de 1995 a 2005","Lima, João Ricardo Ferreira de"
"Políticas públicas, distribuição de renda e pobreza no meio rural brasileiro no período de 1995 a 2005","Silva, José Maria Alves da"
"Existe convergência espacial da produtividade agrícola no Brasil?","Almeida, Eduardo Simões de"
"Existe convergência espacial da produtividade agrícola no Brasil?","Perobelli, Fernando Salgueiro"
"Existe convergência espacial da produtividade agrícola no Brasil?","Ferreira, Pedro Guilherme Costa"
"Análise da participação da agropecuária no PIB dos EUA de 1960 a 2001","Brugnaro, Ricardo"
"Análise da participação da agropecuária no PIB dos EUA de 1960 a 2001","Bacha, Carlos José Caetano"
"Avaliação de contratos: uma abordagem utilizando a Análise Fatorial de Correspondência","Rocha Junior, Weimar Freire da"
"Avaliação de contratos: uma abordagem utilizando a Análise Fatorial de Correspondência","Carvalheiro, Elizângela Mara"
"Avaliação de contratos: uma abordagem utilizando a Análise Fatorial de Correspondência","Staduto, Jefferson Andronio"
"Avaliação de contratos: uma abordagem utilizando a Análise Fatorial de Correspondência","Opazo, Miguel Angel Uribe"
"Relações sinérgicas e efeitos sobre a produção setorial no sistema inter-regional Paraná-Restante do Brasil","Rodrigues, Rossana Lott"
"Relações sinérgicas e efeitos sobre a produção setorial no sistema inter-regional Paraná-Restante do Brasil","Moretto, Antonio Carlos"
"Relações sinérgicas e efeitos sobre a produção setorial no sistema inter-regional Paraná-Restante do Brasil","Sesso Filho, Umberto Antonio"
"Relações sinérgicas e efeitos sobre a produção setorial no sistema inter-regional Paraná-Restante do Brasil","Kureski, Ricardo"
"Impactos econômicos e ambientais decorrentes do estado de conservação das rodovias brasileiras: um estudo de caso","Bartholomeu, Daniela Bacchi"
"Impactos econômicos e ambientais decorrentes do estado de conservação das rodovias brasileiras: um estudo de caso","Caixeta Filho, José Vicente"
"Economia política da disputa por terras em Minas Gerais","Araujo Junior, Ari Francisco de"
"Economia política da disputa por terras em Minas Gerais","Shikida, Claudio"
"Economia política da disputa por terras em Minas Gerais","Alvarenga, Patrícia Silva"
"Economia política da disputa por terras em Minas Gerais","Araujo Junior, Ari Francisco de"
"Economia política da disputa por terras em Minas Gerais","Shikida, Claudio"
"Economia política da disputa por terras em Minas Gerais","Alvarenga, Patrícia Silva"
"Determinantes dos arranjos contratuais: o caso da transação produtor-processador de carne bovina no Uruguai","Mondelli, Mario"
"Determinantes dos arranjos contratuais: o caso da transação produtor-processador de carne bovina no Uruguai","Zylbersztajn, Decio"
"A balança comercial do agronegócio brasileiro de 1989 a 2005","Barros, Geraldo Sant'Ana de Camargo"
"A balança comercial do agronegócio brasileiro de 1989 a 2005","Silva, Simone Fioritti"
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","Oliveira, Samuel José de Magalhães"
