"title","ref"
"Determinantes dos arranjos contratuais: o caso da transação produtor-processador de carne bovina no Uruguai","Goldberg, R."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","ALVES, L.R.A."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","BARROS, G.S.C."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","BACCHI, M.R.P."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","BURNQUIST, H.L."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","BARROS, G.S.C."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","FURTUOSO, M.C."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","GUILHOTO, J.J.M."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","BLANCHARD, O.J."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","QUAH, D."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","BRANSON, W.H."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","DICKEY, D.A."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","FULLER, W.A."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","ENDERS, W."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","ENGLE, R.F."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","GRANGER, C.W.J."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","FULLER, W.A."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","JOHANSEN, S."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","MIRANDA, S.H.G."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","NUNES, E."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","CONTINI, E."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","SIMS, C.A."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","SPOLADOR, H.F.S."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","TOMICH, F.A."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","MAGALHÃES,, L.C.G."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","SILVEIRA, F.G."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","GASQUES, J.G."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","CONCEIÇÃO, J.C.P.R."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","VICENTE, J.R."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","GONÇALVES, J.S."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","MARTIN, N.B."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","ANEFALOS, L.C."
"A balança comercial do agronegócio brasileiro de 1989 a 2005","SOUZA, S.A.M."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","ANTIMIANI, A."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","SANTUCCIO, F."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BCHIR, H."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FONTAGNÉ, L."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","ZANGHIERI, P."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BINFIELD, J."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BINFIELD, J."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","WESTHOFF, P."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","YOUNG II, R."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BLANTON, T."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","COCHRANE, N."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","SEELEY, R."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","CONFORTI, P."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FILIPPIS, F."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","SALVATICI, L."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","DYKER, D.A."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","GABRISH, H."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","HEROK, C.A."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","LOTZE, H."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","HERTEL, T.W."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","JENSEN, H. G."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FRANDSEN, S. O."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BACH, C. F."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","JENSEN, H.G."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FRANDSEN, S.O."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","JENSEN, H.G."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FRANDSEN, S.O."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","KEUSCHNIGG, C."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","KEUSCHNIGG, M."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","KOHLER, W."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","KOHLER, W."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","OLIVEIRA, S. J. M."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","OLIVEIRA, S. J. M."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","MIRANDA, S.H.G."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","PAAS, T."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","TAFENAU, E."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","RAO, R."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","ANTIMIANI, A."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","SANTUCCIO, F."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BCHIR, H."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FONTAGNÉ, L."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","ZANGHIERI, P."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BINFIELD, J."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BINFIELD, J."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","WESTHOFF, P."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","YOUNG II, R."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BLANTON, T."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","COCHRANE, N."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","SEELEY, R."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","CONFORTI, P."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FILIPPIS, F."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","SALVATICI, L."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","DYKER, D.A."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","GABRISH, H."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","HEROK, C.A."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","LOTZE, H."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","HERTEL, T.W."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","JENSEN, H. G."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FRANDSEN, S. O."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","BACH, C. F."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","JENSEN, H.G."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FRANDSEN, S.O."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","JENSEN, H.G."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","FRANDSEN, S.O."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","KEUSCHNIGG, C."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","KEUSCHNIGG, M."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","KOHLER, W."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","KOHLER, W."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","OLIVEIRA, S. J. M."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","OLIVEIRA, S. J. M."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","MIRANDA, S.H.G."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","PAAS, T."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","TAFENAU, E."
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","RAO, R."
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","ABRAMOVAY"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","VEIGA"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","ABRAMOVAY"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","BITTENCOURT"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","ABRAMOVAY"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","BUAINAIN"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","SOUZA FILHO"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Guanziroli"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Cardim"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Guanziroli"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","FAVERO"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","ALVES"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","FEIJÓ"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","GASQUES"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","VILAVERDE"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Bastos"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","GASQUES"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","GUANZIROLI"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","GUILHOTO"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Silveira"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Azzoni"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","MAGALHÃES"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","MAGALHÃES"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","MARQUES MORUZZI"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","MATTEI"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","NUNES"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","PAGLIOSA"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","CAMPOS"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","OLALDE"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","ORTEGA"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","MENDONÇA"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","PEREIRA"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","FIGUEIREDO"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","LOUREIRO"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","PETRELLI"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Ortega"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","PETRELLI"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Silva"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","PETRELLI"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Silva"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","REZENDE"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","SACCO DOS ANJOS"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","SCHNEIDER"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Westphalen"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Gazolla"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","TARTARUGA"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","TEIXEIRA"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","Castro"
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","ALENCAR, E."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","GRANDI, D. S."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","ANDRADE, D. M."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","ANDRADE, M. P. de"
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","FASSIO, L. H."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","REIS, R. P."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","YAMAGUCHI, L. C. T."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","REIS, A. J."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","GASTAL, E."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","MARQUES, V. M."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","REIS, R. P."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","SÁFADI, T."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","REIS, A. J. dos"
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","REIS, R. P."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","REIS, R. P."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","MEDEIROS, A. L."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","MONTEIRO, L. A."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","TUPY, O."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","ALVES, E. R. de A."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","ESTEVES, S. N."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","SCHIFFLER, E. A."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","YAMAGUCHI, L. C. T."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","YAMAGUCHI, L. C. T."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","MARTINS, P. do C."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","CARNEIRO, A. V."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","GOMES, A. T."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","LEITE, J. L. B."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","CARNEIRO, A. V."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","YAMAGUCHI, L. C. T."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","MARTINS, P. do C."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","CARNEIRO, A. V."
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","MACHADO, A. D. C."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","ALBUQUERQUE, M. C. C. de"
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","ALVES, E."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","ALVES, E."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","SOUZA, G. da S."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","BRANDÃO, A. S. P."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","BINSWANGER, H. P."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","BUARQUE, C."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","CHAMBERS, R. G."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","CHIANG, A. C."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","CHRISTENSEN, L. R."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GREENE, W. H."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","DENZIL, B. R."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GOMES, A. P."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","FARIA, V. P."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","FERREIRA, A. H."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GARCIA, L. A. F."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GOMES, A. L."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GOMES, A. P."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","BAPTISTA, A. J. M. S."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","WENDLING, L. L."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GOMES, S. T."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GOMES, A. T."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","LEITE, J. L. B."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","CARNEIRO, A.V."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GREENE, W. T."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","MARTINS, P. C."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","PEREIRA FILHO, C. A."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","RAY, S. C."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","ROBERTS, D. B."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","GOMES, A. P."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","RODRIGUES, G. V."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","CASTRO, M. C. .D."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","MARTINS, P. C."
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","SOUZA, D. P. H. de"
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","AZEVEDO FILHO, A.J.B.V."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","BISERRA, J.V."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","BUARQUE, C."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","CABRAL PESSOA, L.C."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","CARRERA-FERNANDEZ, J."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","CARRERA-FERNANDEZ, J."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","GARRIDO, R. S."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","CARRERA-FERNANDEZ, J."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","GARRIDO, R. S."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","CONTADOR, C. R."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","DASGUPTA, P."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","SEN, A."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","MARGLIN, S."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","FARO, C. de"
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","HOFFMANN, R."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","KREYSING, K."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","LAPPONI, J.C."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","LITTLE, I.M.D."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","MIRRLEES, J.A."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","NOBRE, G. da S."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","NORONHA, J.F."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","NORONHA, J.F."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","DUARTE, L.P."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","AIDAR, A. C. K."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","POMERANZ, L."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","SQUIRE, L."
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","van der TAK, H. G"
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","BECKER, G.S."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","BERTASSO, B.F."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","DEATON, A."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","MUELLBAUER, J."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","GREENE, W."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","HECKMAN, J.J."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","HOFFMANN, R."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","HOFFMANN, R."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","KASSOUF, A.L."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","LANCASTER, K.J."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","McCRACKEN, V.A."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","BRANDT, J.A."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","PARK, J.L."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","CAPPS, O. Jr."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","PROCHASKA, F.J."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","SCHRIMPER, R.A."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","REDMAN, B.J."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","RUEL, M.T."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","HADDAD, L."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","GARRETT, J.L."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","SCHLINDWEIN, M. M."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","SDRALI, D."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","SENAUER, B."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","SENAUER, B."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","SAHN, D."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","ALDERMAN, H."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","SICHIERI, R."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","CASTRO, J.F.G."
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","MOURA, A.S."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","ALVES, D. R."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","MADALENA, F. E."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","MATOS, L L de"
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","HOLANDA JUNIOR, E. V."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","BADIN, N. T."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","BANKER, R. D."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","CHARNES, H."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","COOPER, W. W."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","CHARNES, A."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","COOPER, W. W."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","RHODES, E."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","COELLI, T. J."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","DEBREU, G."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","FARRELL, M. J."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","FERNANDES, E. N."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","BRESSAN, M."
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","VILELA, D."
