"title","keyword"
"A expansão da União Européia em 2004 e seus impactos no agronegócio brasileiro","integração econômica"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","economia agrícola"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","avaliação de custos e eficiência"
"PRONAF dez anos depois: resultados e perspectivas para o desenvolvimento rural","agricultura familiar"
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","Pecuária leiteira"
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","metodologia de custos"
"Custos e escala de produção na pecuária leiteira: estudo nos principais estados produtores do Brasil","economias de escala"
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","Produção de leite"
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","Economias de escala"
"Economias de escala na produção de leite: uma análise dos estados de Rondônia, Tocantins e Rio de Janeiro","Função custo"
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","Avaliação Econômica"
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","Sistema de Dessalinização"
"Avaliação benefício-custo de sistemas de dessalinização de água em comunidades rurais cearenses","Água Potável"
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","consumo de carne"
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","fatores socioeconômicos"
"Análise da influência de alguns fatores socioeconômicos e demográficos no consumo domiciliar de carnes no Brasil","procedimento de Heckman"
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","Atividade Leiteira"
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","Eficiência Técnica"
"Eficiência técnica e desempenho econômico de produtores de leite no Estado do Ceará, Brasil","Desempenho Econômico"
"Análise econômica da produção de ovinos em lotação rotativa em pastagem de capim tanzânia (Panicum maximum (Jacq))","Análise econômica"
"Análise econômica da produção de ovinos em lotação rotativa em pastagem de capim tanzânia (Panicum maximum (Jacq))","ovinos"
"Análise econômica da produção de ovinos em lotação rotativa em pastagem de capim tanzânia (Panicum maximum (Jacq))","pastagem rotativa"
"Economias de escala na produção de frangos de corte no Brasil","Frangos de Corte"
"Economias de escala na produção de frangos de corte no Brasil","Função Custo Translog"
"Economias de escala na produção de frangos de corte no Brasil","Economias de Escala"
"Economias de escala na produção de frangos de corte no Brasil","Dualidade"
"Relação econômica dos setores agrícolas do Estado do Mato Grosso com os demais setores pertencentes tanto ao Estado quanto ao restante do Brasil","agricultura"
"Relação econômica dos setores agrícolas do Estado do Mato Grosso com os demais setores pertencentes tanto ao Estado quanto ao restante do Brasil","insumo-produto"
"Relação econômica dos setores agrícolas do Estado do Mato Grosso com os demais setores pertencentes tanto ao Estado quanto ao restante do Brasil","desenvolvimento econômico"
"Análise exploratória da socioeconomia de sistemas agroflorestais em várzea flúvio-marinha, Cametá-Pará, Brasil","Agricultura familiar"
"Análise exploratória da socioeconomia de sistemas agroflorestais em várzea flúvio-marinha, Cametá-Pará, Brasil","Amazônia"
"Análise exploratória da socioeconomia de sistemas agroflorestais em várzea flúvio-marinha, Cametá-Pará, Brasil","socioeconomia ribeirinha"
"Fontes de ineficiência da pequena produção familiar agrícola na região Recôncavo do Estado da Bahia","produção agrícola"
"Fontes de ineficiência da pequena produção familiar agrícola na região Recôncavo do Estado da Bahia","fronteira não-paramétrica"
"Fontes de ineficiência da pequena produção familiar agrícola na região Recôncavo do Estado da Bahia","eficiência econômica"
"Fontes de ineficiência da pequena produção familiar agrícola na região Recôncavo do Estado da Bahia","eficiência técnica"
"Fontes de ineficiência da pequena produção familiar agrícola na região Recôncavo do Estado da Bahia","eficiência alocativa"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","análise econômica"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","cooperativa agropecuária"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","economia regional"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","insumo-produto"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","relação intersetorial"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","análise econômica"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","cooperativa agropecuária"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","economia regional"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","insumo-produto"
"Estrutura produtiva, relações intersetoriais e cooperativas agropecuárias no Paraná em 1980 e 1985","relação intersetorial"
"Pobreza rural e degradação ambiental: uma refutação da hipótese do círculo vicioso","pobreza"
"Pobreza rural e degradação ambiental: uma refutação da hipótese do círculo vicioso","degradação"
"Pobreza rural e degradação ambiental: uma refutação da hipótese do círculo vicioso","indicadores sócio-econômicos"
"Pobreza rural e degradação ambiental: uma refutação da hipótese do círculo vicioso","meio ambiente"
"Pobreza rural e degradação ambiental: uma refutação da hipótese do círculo vicioso","modelo probit"
"Critério para implantação de tecnologias de suprimentos de água potável em municípios cearenses afetados pelo alto teor de sal","critério"
"Critério para implantação de tecnologias de suprimentos de água potável em municípios cearenses afetados pelo alto teor de sal","socioeconômico"
"Critério para implantação de tecnologias de suprimentos de água potável em municípios cearenses afetados pelo alto teor de sal","hierarquização"
"Critério para implantação de tecnologias de suprimentos de água potável em municípios cearenses afetados pelo alto teor de sal","municípios"
"Critério para implantação de tecnologias de suprimentos de água potável em municípios cearenses afetados pelo alto teor de sal","cearense"
"MEECA: um modelo econométrico espacial para projeção consistente de culturas agropecuárias","projeções econômicas"
"MEECA: um modelo econométrico espacial para projeção consistente de culturas agropecuárias","econometria espacial"
"MEECA: um modelo econométrico espacial para projeção consistente de culturas agropecuárias","integração de modelos"
"MEECA: um modelo econométrico espacial para projeção consistente de culturas agropecuárias","culturas agropecuárias"
"MEECA: um modelo econométrico espacial para projeção consistente de culturas agropecuárias","projeções econômicas"
"MEECA: um modelo econométrico espacial para projeção consistente de culturas agropecuárias","econometria espacial"
"MEECA: um modelo econométrico espacial para projeção consistente de culturas agropecuárias","integração de modelos"
"MEECA: um modelo econométrico espacial para projeção consistente de culturas agropecuárias","culturas agropecuárias"
"Análise de viabilidade econômica e de risco da fruticultura na região norte Fluminense","frutas"
"Análise de viabilidade econômica e de risco da fruticultura na região norte Fluminense","desenvolvimento econômico regional"
"Análise de viabilidade econômica e de risco da fruticultura na região norte Fluminense","viabilidade econômica e risco"
"Análise de viabilidade econômica e de risco da fruticultura na região norte Fluminense","frutas"
"Análise de viabilidade econômica e de risco da fruticultura na região norte Fluminense","desenvolvimento econômico regional"
"Análise de viabilidade econômica e de risco da fruticultura na região norte Fluminense","viabilidade econômica e risco"
"Dinâmica da agricultura e desenvolvimento no Rio Grande do Sul","desenvolvimento rural"
"Dinâmica da agricultura e desenvolvimento no Rio Grande do Sul","modelo econômico"
"Dinâmica da agricultura e desenvolvimento no Rio Grande do Sul","economia rural"
"Dinâmica da agricultura e desenvolvimento no Rio Grande do Sul","desenvolvimento rural"
"Dinâmica da agricultura e desenvolvimento no Rio Grande do Sul","modelo econômico"
"Dinâmica da agricultura e desenvolvimento no Rio Grande do Sul","economia rural"
"Análise da comercialização de energia elétrica cogerada pelo setor sucroalcooleiro no estado de São Paulo","Custos de transação e econômicos"
"Análise da comercialização de energia elétrica cogerada pelo setor sucroalcooleiro no estado de São Paulo","cogeração e comercialização"
"Análise da comercialização de energia elétrica cogerada pelo setor sucroalcooleiro no estado de São Paulo","Custos de transação e econômicos"
"Análise da comercialização de energia elétrica cogerada pelo setor sucroalcooleiro no estado de São Paulo","cogeração e comercialização"
"Políticas de estabilização macroeconômica do plano real e seus efeitos sobre o agronegócio brasileiro","Estabilização macroeconômica"
"Políticas de estabilização macroeconômica do plano real e seus efeitos sobre o agronegócio brasileiro","Plano Real"
"Políticas de estabilização macroeconômica do plano real e seus efeitos sobre o agronegócio brasileiro","Agronegócio"
"Políticas de estabilização macroeconômica do plano real e seus efeitos sobre o agronegócio brasileiro","Equilíbrio geral computável"
"Políticas de estabilização macroeconômica do plano real e seus efeitos sobre o agronegócio brasileiro","Estabilização macroeconômica"
"Políticas de estabilização macroeconômica do plano real e seus efeitos sobre o agronegócio brasileiro","Plano Real"
"Políticas de estabilização macroeconômica do plano real e seus efeitos sobre o agronegócio brasileiro","Agronegócio"
"Políticas de estabilização macroeconômica do plano real e seus efeitos sobre o agronegócio brasileiro","Equilíbrio geral computável"
"Avaliação socioeconômica do Programa Reforma Agrária Solidária nos municípios de Iguatu e Quixeramobim - Estado do Ceará","avaliação socioeconômica"
"Avaliação socioeconômica do Programa Reforma Agrária Solidária nos municípios de Iguatu e Quixeramobim - Estado do Ceará","Programa Reforma agrária e Estado do Ceará"
"Avaliação socioeconômica do Programa Reforma Agrária Solidária nos municípios de Iguatu e Quixeramobim - Estado do Ceará","avaliação socioeconômica"
"Avaliação socioeconômica do Programa Reforma Agrária Solidária nos municípios de Iguatu e Quixeramobim - Estado do Ceará","Programa Reforma agrária e Estado do Ceará"
"Natureza das funções econômicas alargadas do Estado na economia brasileira","desenvolvimento nas economias da América Latina"
"Natureza das funções econômicas alargadas do Estado na economia brasileira","o papel do Estado na acumulação"
"Natureza das funções econômicas alargadas do Estado na economia brasileira","dinâmica de acumulação"
"Natureza das funções econômicas alargadas do Estado na economia brasileira","economia brasileira"
"Natureza das funções econômicas alargadas do Estado na economia brasileira","desenvolvimento nas economias da América Latina"
"Natureza das funções econômicas alargadas do Estado na economia brasileira","o papel do Estado na acumulação"
"Natureza das funções econômicas alargadas do Estado na economia brasileira","dinâmica de acumulação"
"Natureza das funções econômicas alargadas do Estado na economia brasileira","economia brasileira"
"Evolução dos preços no mercado brasileiro de terras (1994-2010): uma análise à luz da teoria pós-keynesiana","preço da terra"
"Evolução dos preços no mercado brasileiro de terras (1994-2010): uma análise à luz da teoria pós-keynesiana","pós-keynesiano"
"Evolução dos preços no mercado brasileiro de terras (1994-2010): uma análise à luz da teoria pós-keynesiana","economia brasileira"
"As famílias na abordagem Minskyana: aspectos e desdobramentos do endividamento das famílias americanas no século XX e início do XXI","Economia monetária"
"As famílias na abordagem Minskyana: aspectos e desdobramentos do endividamento das famílias americanas no século XX e início do XXI","fragilidade financeira"
"As famílias na abordagem Minskyana: aspectos e desdobramentos do endividamento das famílias americanas no século XX e início do XXI","instabilidade financeira"
"As famílias na abordagem Minskyana: aspectos e desdobramentos do endividamento das famílias americanas no século XX e início do XXI","famílias"
"Avaliando a dinâmica dos termos de troca em um modelo de causalidade cumulativa e mudança estrutural","dinâmica econômica estrutural"
"Avaliando a dinâmica dos termos de troca em um modelo de causalidade cumulativa e mudança estrutural","termos de troca"
"Sobre a cadeia de cconomia criativa no Brasil: potencial e desafios","economia criativa"
"Sobre a cadeia de cconomia criativa no Brasil: potencial e desafios","serviçoes"
"Sobre a cadeia de cconomia criativa no Brasil: potencial e desafios","indústria, trabalho"
"Sobre a cadeia de cconomia criativa no Brasil: potencial e desafios","desenvolvimento"
"Reflexões sobre o Novo Desenvolvimentismo e o Desenvolvimentismo Clássico","Desenvolvimentismo"
"Reflexões sobre o Novo Desenvolvimentismo e o Desenvolvimentismo Clássico","social-desenvolvimentismo"
"Reflexões sobre o Novo Desenvolvimentismo e o Desenvolvimentismo Clássico","macroeconomia do desenvolvimento"
"O modelo sueco: uma alternativa para a política macroeconômica","modelo sueco"
"O modelo sueco: uma alternativa para a política macroeconômica","estado"
"O modelo sueco: uma alternativa para a política macroeconômica","política macroeconômica"
"Da fisiologia à economia política: o itinerário intelectual de Quesnay em direção ao Tableau Économique","François Quesnay"
"Da fisiologia à economia política: o itinerário intelectual de Quesnay em direção ao Tableau Économique","Tableau Économique"
"Da fisiologia à economia política: o itinerário intelectual de Quesnay em direção ao Tableau Économique","economia política"
"Da fisiologia à economia política: o itinerário intelectual de Quesnay em direção ao Tableau Économique","História do Pensamento médico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","história econômica"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","desenvolvimento econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","planejamento econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","História do Pensamento Econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","golpe militar brasileiro"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","história econômica"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","desenvolvimento econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","planejamento econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","História do Pensamento Econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","golpe militar brasileiro"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","história econômica"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","desenvolvimento econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","planejamento econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","História do Pensamento Econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","golpe militar brasileiro"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","história econômica"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","desenvolvimento econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","planejamento econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","História do Pensamento Econômico"
"A estrutura e o mercado: uma análise comparativa do Plano Trienal e do PAEG","golpe militar brasileiro"
"A reconstrução da indústria brasileira: a conexão entre o regime macroeconômico e a política industrial","reindustrialização"
"A reconstrução da indústria brasileira: a conexão entre o regime macroeconômico e a política industrial","convergência econômica"
"A reconstrução da indústria brasileira: a conexão entre o regime macroeconômico e a política industrial","regime macroeconômico"
"A reconstrução da indústria brasileira: a conexão entre o regime macroeconômico e a política industrial","política industrial"
"A reconstrução da indústria brasileira: a conexão entre o regime macroeconômico e a política industrial","reindustrialização"
"A reconstrução da indústria brasileira: a conexão entre o regime macroeconômico e a política industrial","convergência econômica"
"A reconstrução da indústria brasileira: a conexão entre o regime macroeconômico e a política industrial","regime macroeconômico"
"A reconstrução da indústria brasileira: a conexão entre o regime macroeconômico e a política industrial","política industrial"
"Overvaluation trend of the Brazilian currency in the 2000s: empirical estimation","Taxa de câmbio real"
"Overvaluation trend of the Brazilian currency in the 2000s: empirical estimation","dilemas da política econômica"
"Overvaluation trend of the Brazilian currency in the 2000s: empirical estimation","Brasil"
"Hirschman e a dessacraliza&#231;&#227;o da epopeia do desenvolvimento por um desenvolvimentista","Hirschman"
"Hirschman e a dessacraliza&#231;&#227;o da epopeia do desenvolvimento por um desenvolvimentista","desenvolvimento econômico"
"Hirschman e a dessacraliza&#231;&#227;o da epopeia do desenvolvimento por um desenvolvimentista","equidade social"
"Hirschman e a dessacraliza&#231;&#227;o da epopeia do desenvolvimento por um desenvolvimentista","possibilismo"
"Institutions, credibility and crisis: the inconsistencies of Argentine exchange rate policy (1991-2006)","Política econômica"
"Institutions, credibility and crisis: the inconsistencies of Argentine exchange rate policy (1991-2006)","crise da taxa de câmbio"
"Institutions, credibility and crisis: the inconsistencies of Argentine exchange rate policy (1991-2006)","convertibilidade"
"Institutions, credibility and crisis: the inconsistencies of Argentine exchange rate policy (1991-2006)","Argentina"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","Instabilidade global"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","moedas"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","taxas de câmbio"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","lei de Kopernik"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","notas"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","valor real e simbólico"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","economias nacionais"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","fluxos de comércio e de capitais internacionais"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","economia global"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","teoria da estabilidade hegemônica"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","Instabilidade global"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","moedas"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","taxas de câmbio"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","lei de Kopernik"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","notas"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","valor real e simbólico"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","economias nacionais"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","fluxos de comércio e de capitais internacionais"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","economia global"
"Global instability of currencies: reasons and perspectives according to the state-corporation hegemonic stability theory","teoria da estabilidade hegemônica"
"Chronic macro-economic and financial imbalances in the world economy: a meta-economic view","finanças globais"
"Chronic macro-economic and financial imbalances in the world economy: a meta-economic view","fragmentação monetária"
"Chronic macro-economic and financial imbalances in the world economy: a meta-economic view","fluxos de dinheiro"
"Chronic macro-economic and financial imbalances in the world economy: a meta-economic view","estrutura meta-econômica"
"Chronic macro-economic and financial imbalances in the world economy: a meta-economic view","taxas de câmbio"
"The structuralist tradition in economics: methodological and macroeconomics aspects","estruturas"
"The structuralist tradition in economics: methodological and macroeconomics aspects","restrições e desenvolvimento econômico"
"Emerging markets and the international financial architecture: a blueprint for reform","princípio bancário"
"Emerging markets and the international financial architecture: a blueprint for reform","Bretton Woods"
"Emerging markets and the international financial architecture: a blueprint for reform","países credores"
"Emerging markets and the international financial architecture: a blueprint for reform","países devedores"
"Emerging markets and the international financial architecture: a blueprint for reform","economias de mercado emergentes"
"Emerging markets and the international financial architecture: a blueprint for reform","padrão-ouro"
"Emerging markets and the international financial architecture: a blueprint for reform","padrão monetário internacional"
"Emerging markets and the international financial architecture: a blueprint for reform","Keynes"
"Emerging markets and the international financial architecture: a blueprint for reform","reparações"
"Emerging markets and the international financial architecture: a blueprint for reform","Schacht"
"Emerging markets and the international financial architecture: a blueprint for reform","Triffin"
"The boom and crisis of the Convertibility Plan in Argentina","Argentina"
"The boom and crisis of the Convertibility Plan in Argentina","1991-2001"
"The boom and crisis of the Convertibility Plan in Argentina","convertibilidade"
"The boom and crisis of the Convertibility Plan in Argentina","políticas de Estado"
"The boom and crisis of the Convertibility Plan in Argentina","acumulação de capital"
"The boom and crisis of the Convertibility Plan in Argentina","crise econômica"
"Continuidade ou ruptura? Uma an&#225;lise de alguns aspectos da filosofia social de John Stuart Mill, Alfred Marshall e John Maynard Keynes","J.S. Mill"
"Continuidade ou ruptura? Uma an&#225;lise de alguns aspectos da filosofia social de John Stuart Mill, Alfred Marshall e John Maynard Keynes","Alfred Marshall"
"Continuidade ou ruptura? Uma an&#225;lise de alguns aspectos da filosofia social de John Stuart Mill, Alfred Marshall e John Maynard Keynes","J.M. Keynes"
"Continuidade ou ruptura? Uma an&#225;lise de alguns aspectos da filosofia social de John Stuart Mill, Alfred Marshall e John Maynard Keynes","filosofia social e econômica"
"Continuidade ou ruptura? Uma an&#225;lise de alguns aspectos da filosofia social de John Stuart Mill, Alfred Marshall e John Maynard Keynes","mudança social"
"Globalization and democracy","globalização"
"Globalization and democracy","economia de mercado"
"Globalization and democracy","democracia política"
"Globalization and democracy","estado-nação"
"Globalization and democracy","espaço político"
"Globalization and democracy","políticas macroeconômicas"
"Globalization and democracy","economias abertas"
"Globalization and democracy","trilema"
"Globalization and democracy","dialética"
"Globalization and democracy","mídia social"
"Globalization and democracy","globalização"
"Globalization and democracy","economia de mercado"
"Globalization and democracy","democracia política"
"Globalization and democracy","estado-nação"
"Globalization and democracy","espaço político"
"Globalization and democracy","políticas macroeconômicas"
"Globalization and democracy","economias abertas"
"Globalization and democracy","trilema"
"Globalization and democracy","dialética"
"Globalization and democracy","mídia social"
"Globalization and democracy","globalização"
"Globalization and democracy","economia de mercado"
"Globalization and democracy","democracia política"
"Globalization and democracy","estado-nação"
"Globalization and democracy","espaço político"
"Globalization and democracy","políticas macroeconômicas"
"Globalization and democracy","economias abertas"
"Globalization and democracy","trilema"
"Globalization and democracy","dialética"
"Globalization and democracy","mídia social"
"O desafio macroeconômico de 2015-2018","Brasil"
"O desafio macroeconômico de 2015-2018","política macroeconômica"
"As armadilhas do tripé da política macroeconômica brasileira","regime de metas de inflação"
"As armadilhas do tripé da política macroeconômica brasileira","regime de taxa de câmbio flutuante"
"As armadilhas do tripé da política macroeconômica brasileira","superávit primário fiscal"
"As armadilhas do tripé da política macroeconômica brasileira","crescimento econômico"
"As armadilhas do tripé da política macroeconômica brasileira","estabilidade de preços"
"As armadilhas do tripé da política macroeconômica brasileira","Brasil"
"Rethinking ""energy nationalism"": a study of the relationship between nation states and companies in the oil industry","nacionalismo energético"
"Rethinking ""energy nationalism"": a study of the relationship between nation states and companies in the oil industry","petróleo"
"Rethinking ""energy nationalism"": a study of the relationship between nation states and companies in the oil industry","as reservas"
"Rethinking ""energy nationalism"": a study of the relationship between nation states and companies in the oil industry","a indústria do petróleo"
"Rethinking ""energy nationalism"": a study of the relationship between nation states and companies in the oil industry","a economia política da energia"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","orçamento público"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","processo orçamentário"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","economia política"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","accountability"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","parlamentos"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","agências de auditoria"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","desenho institucional"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","regras eleitorais"
"Why budget accountability fails? The elusive links between parliaments and audit agencies in the oversight of the budget","competição política"
"Da Idade do Ouro a Era Platinum Rastejante: uma periodização do desenvolvimento Latino Americano na tradição Robinsoniana","desenvolvimento econômico"
"Da Idade do Ouro a Era Platinum Rastejante: uma periodização do desenvolvimento Latino Americano na tradição Robinsoniana","América Latina"
"Da Idade do Ouro a Era Platinum Rastejante: uma periodização do desenvolvimento Latino Americano na tradição Robinsoniana","modelos de crescimento heterodoxos"
"A economia neoclássica: uma análise lakatosiana Da cheia do mainstream até sua implosão","epistemologia econômica"
"A economia neoclássica: uma análise lakatosiana Da cheia do mainstream até sua implosão","economia neoclássica"
"A economia neoclássica: uma análise lakatosiana Da cheia do mainstream até sua implosão","critério de demarcação"
"A economia neoclássica: uma análise lakatosiana Da cheia do mainstream até sua implosão","epistemologia econômica"
"A economia neoclássica: uma análise lakatosiana Da cheia do mainstream até sua implosão","economia neoclássica"
"A economia neoclássica: uma análise lakatosiana Da cheia do mainstream até sua implosão","critério de demarcação"
"Renda fundiária brasileira apropriada por proprietários de terras","Brasil"
"Renda fundiária brasileira apropriada por proprietários de terras","desenvolvimento econômico"
"Renda fundiária brasileira apropriada por proprietários de terras","renda fundiária"
"As razões do laissez-faire: uma análise do ataque ao mercantilismo e da defesa da liberdade econômica na Riqueza das Nações","Adam Smith"
"As razões do laissez-faire: uma análise do ataque ao mercantilismo e da defesa da liberdade econômica na Riqueza das Nações","liberalismo econômico"
"As razões do laissez-faire: uma análise do ataque ao mercantilismo e da defesa da liberdade econômica na Riqueza das Nações","mercantilismo"
"As razões do laissez-faire: uma análise do ataque ao mercantilismo e da defesa da liberdade econômica na Riqueza das Nações","justiça"
"As razões do laissez-faire: uma análise do ataque ao mercantilismo e da defesa da liberdade econômica na Riqueza das Nações","acumulação de capital"
"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006","estado da Bahia"
"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006","ciclos políticos"
"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006","resultados eleitorais"
"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006","econometria espacial"
"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006","Programa Bolsa Família"
"Efetividade das políticas participativas no governo brasileiro: o Conselho de Desenvolvimento Econômico e Social","participação"
"Efetividade das políticas participativas no governo brasileiro: o Conselho de Desenvolvimento Econômico e Social","sociedade civil"
"Efetividade das políticas participativas no governo brasileiro: o Conselho de Desenvolvimento Econômico e Social","Conselho de Desenvolvimento Econômico e Social"
"Efetividade das políticas participativas no governo brasileiro: o Conselho de Desenvolvimento Econômico e Social","políticas públicas"
"Efetividade das políticas participativas no governo brasileiro: o Conselho de Desenvolvimento Econômico e Social","efetividade"
"A crise da potência inteligente: os EUA e a grande estratégia de acomodação no governo Obama","EUA"
"A crise da potência inteligente: os EUA e a grande estratégia de acomodação no governo Obama","Barack Obama"
"A crise da potência inteligente: os EUA e a grande estratégia de acomodação no governo Obama","poder inteligente"
"A crise da potência inteligente: os EUA e a grande estratégia de acomodação no governo Obama","grande estratégia"
"A crise da potência inteligente: os EUA e a grande estratégia de acomodação no governo Obama","crise econômicofinanceira"
"Índia em transformação: o novo crescimento econômico e as perspectivas pós-crises","Índia"
"Índia em transformação: o novo crescimento econômico e as perspectivas pós-crises","crescimento econômico"
"Índia em transformação: o novo crescimento econômico e as perspectivas pós-crises","agricultura"
"Índia em transformação: o novo crescimento econômico e as perspectivas pós-crises","setor público"
"Índia em transformação: o novo crescimento econômico e as perspectivas pós-crises","transformação social"
"Voto econômico retrospectivo e sofisticação política na eleição presidencial de 2002","voto econômico"
"Voto econômico retrospectivo e sofisticação política na eleição presidencial de 2002","avaliação retrospectiva"
"Voto econômico retrospectivo e sofisticação política na eleição presidencial de 2002","sofisticação política"
"Voto econômico retrospectivo e sofisticação política na eleição presidencial de 2002","eleições"
"Voto econômico retrospectivo e sofisticação política na eleição presidencial de 2002","competência cívica"
"Alemanha: o modelo de capitalismo social e os desafios no limiar do século XXI","Alemanha"
"Alemanha: o modelo de capitalismo social e os desafios no limiar do século XXI","institucionalismo histórico"
"Alemanha: o modelo de capitalismo social e os desafios no limiar do século XXI","modelos de capitalismo"
"Alemanha: o modelo de capitalismo social e os desafios no limiar do século XXI","instituições"
"Alemanha: o modelo de capitalismo social e os desafios no limiar do século XXI","economia política"
"Em nome de quem? Governo, instituições e economia política no campo do combate às doenças respiratórias: o caso da lei antitabaco em Portugal","lei do tabaco"
"Em nome de quem? Governo, instituições e economia política no campo do combate às doenças respiratórias: o caso da lei antitabaco em Portugal","economia institucional"
"Em nome de quem? Governo, instituições e economia política no campo do combate às doenças respiratórias: o caso da lei antitabaco em Portugal","políticas públicas"
"Em nome de quem? Governo, instituições e economia política no campo do combate às doenças respiratórias: o caso da lei antitabaco em Portugal","governo"
